,resent,pslave1860,cottonsuit,coarea00,rugged,latitude,longitude,water1860,state.abb,sample.size
468,4.547536878,0.062977683,0.049067857,0.09623416,162.7952576,34.88169054,-83.40237237,0,GA,5.561180698
469,3.894295583,0.394145837,0.507826923,0.082320564,36.47483826,33.35983416,-82.0738263,1,GA,32.69956872
470,4.200490546,0.450977654,0.435941667,0.033273776,21.49192238,33.65421438,-84.02666645,0,GA,33.68788084
471,NA,0.50679905,0.631966667,0.041595231,16.5320816,32.26192819,-84.31479194,0,GA,0.77697262
472,5,0.496896494,0.566605556,0.062659004,NA,30.93885011,-84.86888937,1,GA,3.876415462
473,4.237451098,0.439015979,0.528005556,0.050021089,20.89338875,33.26088514,-84.28417354,0,GA,32.20310853
474,3.961613761,0.170198173,0.326116667,0.046938224,NA,34.55394967,-83.29328116,0,GA,15.65081761
475,5,0.587393831,0.465741667,0.114429479,33.05218506,32.0783377,-84.83490163,1,GA,6.704683861
476,4.943930545,0.518667798,0.582621875,0.121715811,21.66477013,32.03994495,-84.19720632,0,GA,20.64343696
477,4.969320914,0.6318302,0.640731818,0.098311923,35.86885452,32.6994994,-84.53304811,0,GA,6.755349518
478,NA,0.265854779,0.565147222,0.120727477,14.06520081,32.04569242,-82.05810914,1,GA,1.923090292
479,NA,0.308145964,0.569665625,0.109648685,15.84302902,31.92984478,-82.93913108,1,GA,3.123075401
480,5,0.463414634,0.542380769,0.083258023,17.32579994,31.77682116,-84.43685728,0,GA,1.494569735
481,4.336293976,0.579973992,0.484747059,0.134857657,14.91116619,30.86375211,-83.91940624,0,GA,20.6684657
482,4.563137967,0.165907314,0.563265,0.066079035,NA,31.45747006,-83.52659806,0,GA,14.04693558
483,4.286479137,0.278874731,0.583269231,0.091275187,NA,32.12066165,-82.33054682,1,GA,10.19034051
484,4.804907878,0.043920293,0.06975,0.04395181,170.6183472,34.91662299,-83.73733214,0,GA,3.263226475
485,5,0.298361396,0.555835714,0.050276823,NA,32.40379134,-82.56757125,1,GA,4.929642487
486,4.240050049,0.615053499,0.44282,0.111502452,20.14241219,33.03351756,-85.02834824,0,GA,34.48987458
487,4.217832069,0.026285973,0.112454545,0.083984299,149.92276,34.83409904,-83.99081964,0,GA,17.33981499
488,4.609556995,0.493239152,0.5673,0.081754886,44.48150253,32.88126242,-84.29934327,0,GA,12.18001088
489,4.085752398,0.152251537,0.280123529,0.113951201,115.6773224,34.73565948,-85.30100304,0,GA,47.54299073
490,4.77452597,0.417283728,0.433983333,0.083193347,21.37760162,33.78155049,-83.73381729,0,GA,42.11140038
491,5,0.166353681,0.626495455,0.221793182,6.351169109,31.05345743,-82.42385398,0,GA,21.37433781
492,NA,0.547759674,0.59684,0.071973857,19.43882179,33.40893218,-82.67673494,0,GA,0.721930739
493,2,0.514411718,0.540472,0.170938816,20.48238373,32.96957129,-82.79577674,1,GA,2.183755782
494,5,0.230922078,0.521209259,0.159586915,12.68745804,31.55153444,-81.91684045,1,GA,8.309930311
495,4.919477676,0.081988889,0.223271429,0.061662396,153.6690674,34.64640393,-83.7472813,0,GA,9.220666905
496,3.905489466,0.172389768,0.318079167,0.074170521,49.27621841,34.8055692,-84.96723068,0,GA,45.85174398
497,NA,0.199054374,0.545414286,0.094687185,21.83974266,31.97337877,-83.43224946,1,GA,6.221918505
498,4.175318841,0.696409807,0.498435294,0.119419423,20.64369965,33.78199707,-82.7432953,0,GA,18.11702344
499,4.140764998,0.414569113,0.655163889,0.112756737,23.12345505,32.8024294,-83.17121337,1,GA,0.909320943
500,5,0.22873688,0.564927778,0.141341875,16.38341713,31.55150916,-83.85094031,0,GA,8.996818184
930,3.585316224,0.168471974,0.309260714,0.108227801,30.97825813,37.10415512,-85.28055563,0,KY,17.10832786
931,NA,0.16566888,0.330066667,0.092070517,26.23408127,36.75120552,-86.19047343,0,KY,3.313819734
932,4.672444631,0.183279308,0.612521429,0.05428078,19.84706688,38.00388443,-84.99091664,1,KY,11.07637668
933,4,0.197653014,0.589965,0.071947007,16.68416405,37.05871562,-88.99911191,1,KY,5.009439165
934,3.645950762,0.24470447,0.317092105,0.131018732,24.9256916,36.96556758,-85.93360331,0,KY,51.9484919
935,3,0.206389829,0.531545,0.075579505,35.44340515,38.14494418,-83.74267369,0,KY,2.251733874
936,3.342480611,0.046327131,0.111484615,0.094375326,135.4594879,36.73057954,-83.67402155,0,KY,12.22435143
937,3.528273719,0.155859235,0.679465,0.069173006,40.93774796,38.96995831,-84.72794742,1,KY,45.17689011
938,3.125066976,0.45538358,0.61791,0.077700879,16.12977982,38.20675691,-84.21724305,0,KY,1.809529241
939,3.955542844,0.036687958,0.207964286,0.04323911,33.39227676,38.35951212,-82.68780523,1,KY,16.99015759
940,3.146619379,0.352429063,0.531328571,0.048349305,33.15264893,37.62439814,-84.86685673,0,KY,10.20666139
941,3.780436532,0.068051901,0.61451875,0.056040056,34.09071732,38.68878191,-84.09013321,1,KY,3.50399675
942,3.5,0.03815261,0.139558333,0.130784757,51.74737549,37.52152593,-83.32416598,0,KY,1.302933615
943,4.176278952,0.176790571,0.181858696,0.155088873,31.57086563,37.77322295,-86.42938455,1,KY,20.71186495
944,5,0.200027439,0.385461538,0.079766961,36.73128128,37.96995944,-85.69590216,0,KY,19.32364239
945,NA,0.097136369,0.177002778,0.113444635,25.74431992,37.20734243,-86.68170652,1,KY,1.707618893
946,5,0.258209916,0.2487875,0.091347291,22.02493858,37.14524105,-87.86793477,0,KY,4.493255474
947,2.452939763,0.150479072,0.422575,0.107195184,18.46094704,36.621036,-88.27227933,1,KY,18.03321935
948,3.771122956,0.00554785,0.644466667,0.042904985,34.67029572,38.94643974,-84.37938087,1,KY,51.73642615
949,4.035774946,0.197653014,0.598842857,0.052046775,17.50995827,36.85314018,-88.97097269,1,KY,4.81838742
950,2.5,0.158862876,0.640466667,0.036805985,43.55285263,38.66787768,-85.12348508,1,KY,2.393792319
951,3.631443907,0.036284641,0.1870625,0.109871699,42.78145981,38.31807216,-83.04950278,0,KY,16.41796861
952,4.797937186,0.103000309,0.349033333,0.117372471,40.87417984,37.32232247,-84.92836062,0,KY,4.18629538
953,3.941783525,0.460119295,0.330714,0.189582404,21.76794052,36.89411705,-87.49034575,0,KY,17.20802819
954,3.928137572,0.41466388,0.588065,0.067776063,29.84141159,37.97080122,-84.14735281,1,KY,19.81346055
955,4.058911508,0.052465424,0.121030556,0.12373576,69.54953766,37.15982176,-83.71463624,0,KY,13.21622146
956,3,0.044628957,0.202238889,0.053732542,59.56506729,36.72746821,-85.13606662,0,KY,0.771308703
957,4.5,0.10675307,0.455923333,0.097597885,28.91713142,37.35258085,-88.09729123,1,KY,3.095224603
958,NA,0.192506812,0.134054545,0.081300822,41.27872086,36.78658134,-85.3884849,0,KY,3.468902879
959,3.739065554,0.226059554,0.559163158,0.126037994,14.54271889,37.7317371,-87.08725134,1,KY,30.58444754
960,NA,0.058772874,0.168759091,0.080989405,30.56207848,37.20873578,-86.23847587,1,KY,0.730158977
961,5,0.026275852,0.203344444,0.062612277,34.09412384,38.11769396,-83.09752334,0,KY,2.410846027
962,5,0.07362765,0.277911111,0.067569098,69.02455139,37.6923548,-83.96451089,1,KY,3.555479125
963,3.803806755,0.443161202,0.60545,0.075928952,17.47601891,38.04227163,-84.45867544,1,KY,144.3129687
964,3.32155465,0.161582192,0.516386667,0.093835029,33.61467361,38.37011578,-83.69670815,0,KY,12.39316066
965,3.638991051,0.023011897,0.125320588,0.10452165,83.52235413,37.55725306,-82.74581204,1,KY,7.088359338
966,3.711196548,0.266582637,0.5903,0.056542435,30.6861248,38.23907756,-84.87702811,1,KY,20.29268689
967,NA,0.202745909,0.560196875,0.060094934,15.38765907,36.54773353,-89.33066608,1,KY,0.902889503
968,4.624458162,0.339758807,0.572405556,0.061835038,35.39586258,37.63953072,-84.53760682,1,KY,4.585631391
969,4.112574188,0.083293442,0.630322222,0.069937787,24.47714806,38.648744,-84.62455522,0,KY,5.815600778
970,4.882847469,0.175260272,0.5480775,0.145366787,15.7727232,36.72303317,-88.65118002,0,KY,25.24887772
971,4.15960652,0.043973941,0.1616,0.134764157,25.48076248,37.46078019,-86.34376893,0,KY,26.18795677
972,4.431511141,0.269361799,0.336216667,0.075943145,26.54361343,37.26386511,-85.5531352,0,KY,8.209368953
973,4.489078068,0.041438356,0.281725,0.094929542,46.81368256,38.54565173,-82.92241163,1,KY,15.90781854
974,3.616321045,0.166567911,0.357830435,0.166641703,28.61714363,37.69788446,-85.96344075,1,KY,37.14579783
975,4.420634023,0.023116127,0.07685,0.122471128,175.7695618,36.8568885,-83.21792466,0,KY,22.40601287
976,3.653657408,0.238696567,0.617823077,0.082791183,21.57675171,38.44183352,-84.33141961,1,KY,11.29255136
977,3.312165496,0.134808659,0.29359,0.110001177,29.97246933,37.29992218,-85.88467733,0,KY,35.86021107
978,4.206110817,0.40436124,0.5555625,0.12377949,11.86789513,37.79605655,-87.57283135,1,KY,13.0504933
979,4.325545952,0.277094318,0.608115385,0.077798321,32.71760941,38.44841426,-85.11884598,1,KY,5.123488882
980,3.719520037,0.169178947,0.3407825,0.145969296,18.4277153,37.30872264,-87.54111431,1,KY,13.20843284
981,3.415791132,0.002267574,0.229134615,0.091300558,40.50971222,37.41983667,-84.00577486,0,KY,14.50811432
982,3.575431685,0.115252114,0.512488462,0.106140556,32.46992111,38.18714407,-85.65947934,1,KY,328.8926299
983,3.521572718,0.390702588,0.583135714,0.046266046,26.55802727,37.87201489,-84.58087135,1,KY,17.95357615
984,3.884042159,0.005088579,0.215505,0.069925168,44.06652832,37.84675286,-82.83135705,1,KY,8.824945903
985,3.797875733,0.022264106,0.630991667,0.044244309,37.00405121,38.93343269,-84.53317075,1,KY,85.1904858
986,5,0.026546363,0.102746154,0.092914622,67.47750092,37.35410392,-82.95402815,0,KY,2.210244313
987,3.92252722,0.063448813,0.103573333,0.101584949,71.49998474,36.89077149,-83.85377568,0,KY,17.51574958
988,4,0.130605137,0.402716667,0.069652054,34.36485291,37.54578629,-85.69790371,0,KY,6.170466968
989,3.759923743,0.033008201,0.237273529,0.116534322,28.08640862,37.11066754,-84.1178215,0,KY,24.59904253
990,2.5,0.019207999,0.253458824,0.111716298,39.65437698,38.06785428,-82.73479413,1,KY,4.12022514
991,NA,0.02099344,0.172411111,0.05580621,43.151371,37.59476699,-83.71631816,1,KY,0.603780491
992,4.569853616,0.04072914,0.101782353,0.106150739,90.56484222,37.09403959,-83.38118828,0,KY,6.523802379
993,4.849861662,0.027663934,0.099333333,0.089105411,126.5914993,37.12120631,-82.85538412,0,KY,11.04916041
994,4.3072603,0.027508671,0.2936425,0.132652042,58.83321762,38.53157125,-83.3781146,1,KY,19.68520107
995,4.04625745,0.322156476,0.460125,0.088754674,41.43323517,37.45532019,-84.66079529,0,KY,5.785319941
996,4.5,0.169416332,0.564433333,0.089995319,26.92002678,37.20968058,-88.35362564,1,KY,5.760442134
997,4.60279329,0.334156984,0.34627619,0.14579554,21.19963837,36.85967965,-86.87886329,0,KY,18.90413702
998,3.5,0.20614283,0.411213636,0.067232302,21.38871574,37.01908619,-88.08324719,1,KY,1.584621891
999,4.025037694,0.167760618,0.5811875,0.070349509,15.38818359,37.05392811,-88.71266036,1,KY,27.0449764
1000,3.295428138,0.069152403,0.218197059,0.112565325,NA,36.73709581,-84.48410525,0,KY,28.94781641
1001,4.344983715,0.14453125,0.572444444,0.067628232,12.54294109,37.52903344,-87.26351377,1,KY,3.714449526
1002,4.000015239,0.350671238,0.528411765,0.117275729,36.39895248,37.72017453,-84.27805156,1,KY,52.26312098
1003,5,0.019914339,0.183588462,0.081899269,39.93871689,37.70671704,-83.06494714,0,KY,6.452809981
1004,4.576140659,0.276264591,0.464876667,0.091603608,40.51330185,37.55252182,-85.26961581,0,KY,15.03198797
1005,4.92020187,0.050272128,0.435304167,0.08910193,18.1704216,36.88341747,-88.32935708,1,KY,18.12847544
1006,3.757594942,0.013598655,0.1803375,0.061107865,51.08197021,37.80169269,-82.51320472,1,KY,6.588651147
1007,4.33156506,0.207002524,0.619038889,0.066031982,30.28183746,38.59518579,-83.82403351,1,KY,7.064768468
1008,3.361703867,0.217127444,0.313218182,0.084326962,33.56243515,37.96507152,-86.21411608,1,KY,16.62310691
1009,NA,0.213078721,0.19311875,0.054667267,40.46868515,37.94137614,-83.5988517,0,KY,0.65904367
1010,3.837020856,0.23896066,0.606872222,0.067053838,18.69587517,37.81106434,-84.87431555,1,KY,8.665894798
1011,4.460427923,0.219518736,0.313140909,0.076282226,28.99349022,36.99050725,-85.62918634,0,KY,15.12542007
1012,NA,0.107823646,0.251356667,0.086743862,37.25337982,36.71216781,-85.71646093,0,KY,0.730158977
1013,5,0.350171778,0.57951875,0.052847184,25.52013206,38.03356579,-83.91314166,0,KY,6.912256833
1014,4.489200103,0.018404244,0.159638462,0.101752508,33.21255493,37.92224998,-83.25910548,0,KY,7.780505147
1015,5,0.147692308,0.281311111,0.12605589,22.61061287,37.21578392,-87.14214835,1,KY,8.058944326
1016,4.026776769,0.350022153,0.504484375,0.112282093,31.77305794,37.80506032,-85.46612168,0,KY,21.78861074
1017,NA,0.146328196,0.612307143,0.052538103,25.83318329,38.33558473,-84.01537492,1,KY,1.455941793
1018,3.5,0.105823573,0.270478571,0.157415418,23.64849091,37.47825212,-86.84894584,1,KY,8.585389097
1019,4.696938084,0.33379102,0.664828571,0.052500006,30.00427246,38.39950861,-85.4484924,1,KY,28.6525943
1020,4.909636114,0.130513405,0.639763333,0.094723087,33.22584152,38.51966264,-84.82812026,1,KY,4.968558545
1021,3,0.04060136,0.62754,0.075596668,28.79074478,38.69561076,-84.36021608,1,KY,8.1946723
1022,5,0.018481013,0.123807692,0.09014194,82.9188385,37.2441956,-83.22138358,0,KY,15.17936039
1023,3.991675018,0.013136511,0.085526667,0.208155525,104.7960968,37.46917262,-82.39580612,1,KY,33.91198136
1024,4.726164681,0.055383252,0.2656,0.047793443,65.41934967,37.83108262,-83.82379182,0,KY,6.226251889
1025,3.986110073,0.077321086,0.33823,0.177747812,40.80960464,37.10386257,-84.57713466,0,KY,26.36920804
1026,3,0.138040065,0.607433333,0.026779957,24.70106316,38.51884732,-84.05205354,1,KY,0.852065826
1027,3.976816165,0.066816395,0.275204167,0.083816212,41.49691391,37.36518642,-84.31591956,0,KY,7.171379439
1028,3.510854348,0.062226117,0.228422727,0.076298716,47.65145111,38.19625676,-83.42104197,0,KY,5.240550369
1029,5,0.092795485,0.29609,0.074139294,38.63014221,36.99106713,-85.05861412,0,KY,15.07012492
1030,2.508542135,0.398418534,0.620083333,0.076066235,17.20138741,38.29152123,-84.58394898,0,KY,12.62079632
1031,4.964233166,0.403699872,0.615339286,0.102754396,18.45424652,38.215435,-85.19475738,0,KY,15.48210483
1032,3.222708757,0.283206482,0.417894444,0.061694792,13.709198,36.74192636,-86.58233232,0,KY,8.307117532
1033,5,0.356334842,0.6260125,0.050995639,25.8791275,38.03249438,-85.32786487,0,KY,2.175038001
1034,3.238518849,0.213474134,0.407877778,0.072989412,31.30241585,37.36642646,-85.32800015,0,KY,13.76414232
1035,5,0.418920086,0.356742308,0.098636828,23.62606049,36.83570009,-87.17910856,0,KY,0.669055068
1036,4.151770607,0.312007963,0.387905,0.12583898,24.15105057,36.80638999,-87.87335641,1,KY,5.584017488
1037,4.773023863,0.141326531,0.63915,0.041867236,40.83224487,38.61295619,-85.33736625,1,KY,10.27897081
1038,3.81508537,0.242748808,0.573723077,0.096135859,14.92118454,37.6583708,-87.94530469,1,KY,8.239210391
1039,3.896591456,0.30704388,0.345033333,0.143576613,21.00577736,36.99355231,-86.42387762,1,KY,53.40059872
1040,NA,0.243801296,0.615940909,0.079857576,24.66309929,37.75343441,-85.17478507,0,KY,0.624808657
1041,4.705283174,0.096208207,0.232015789,0.126642738,67.21821594,36.80126178,-84.82853551,0,KY,19.1913059
1042,5,0.268616429,0.491034615,0.088641762,17.25991249,37.51832675,-87.68320277,1,KY,6.474573365
1043,3.972941107,0.023576398,0.165376471,0.116363429,70.67333221,36.75810745,-84.14510946,0,KY,27.18314656
1044,4.103748976,0.519565024,0.599635714,0.051038996,23.25748444,38.04235412,-84.74344647,1,KY,9.216690724
1045,3.994331855,0.494979224,0.4963375,0.159706876,5.101494789,30.29061099,-92.41196458,1,LA,22.93092651
1046,4.771806093,0.197537112,0.358278125,0.186622486,NA,30.6527689,-92.82784754,0,LA,6.29613587
1047,4.626843367,0.642284918,0.370711111,0.073458246,4.05428791,30.20346426,-90.91128591,1,LA,31.26364717
1048,4.870713632,0.526432148,0.352083333,0.088191029,3.471091986,29.90079437,-91.06258046,1,LA,7.560653521
1049,1.314675838,0.545682388,0.541892188,0.211904449,5.778562069,31.07620905,-92.0013962,1,LA,4.914682841
1050,4.324034193,0.197537112,0.393265,0.284136047,NA,30.64848454,-93.34329848,1,LA,12.90216051
1051,NA,0.454545455,0.511812963,0.203870491,18.53763008,32.34722453,-93.05598151,0,LA,0.61235605
1052,4.480993025,0.704970039,0.778554839,0.21584984,16.34328842,32.67902659,-93.60514339,1,LA,39.31614494
1053,4.27531293,0.604448105,0.763831579,0.232954368,17.14565849,32.57998298,-93.88221388,1,LA,53.6718811
1054,3.862185874,0.197537112,0.406021795,0.26566804,17.04664421,30.22926866,-93.35800857,1,LA,52.45338585
1055,NA,0.402441548,0.431125,0.1338068,17.85820389,32.09227024,-92.11662622,1,LA,0.77697262
1056,4.5,0.524675993,0.394118966,0.182148047,19.94495392,31.66610802,-91.84708787,1,LA,0.766951754
1057,5,0.465811966,0.510871154,0.191486795,20.77996254,32.82256038,-92.99571791,0,LA,9.937445614
1058,4.710905305,0.908511409,0.354312,0.183959059,4.64025116,31.44577445,-91.63976367,1,LA,5.344017666
1059,5,0.639720259,0.690122059,0.221653793,19.10454941,32.05517315,-93.73757784,0,LA,3.253810059
1060,4.41554183,0.534089493,0.502094444,0.114615244,10.42713928,30.53832357,-91.09567013,1,LA,118.4281413
1061,NA,0.770440948,0.390741176,0.110276782,4.426634789,32.73262541,-91.23507964,1,LA,0.556204247
1062,3,0.720759339,0.62690625,0.111372096,18.88654518,30.84514868,-91.04545711,0,LA,2.801036015
1063,4.683424538,0.494979224,0.490414583,0.165752087,NA,30.72893622,-92.40584807,0,LA,16.00115634
1064,4,0.66167739,0.50783,0.157319397,4.918990135,32.13313165,-91.67371976,1,LA,2.659047918
1065,4.955208666,0.529931143,0.534633929,0.163534585,16.68187141,31.59968847,-92.55947609,1,LA,13.84754011
1066,4.618507246,0.689683884,0.476255,0.153923278,4.04312706,29.76295416,-91.78678406,1,LA,25.23734424
1067,3.237890697,0.72846327,0.370452,0.158477958,4.840435982,30.2584798,-91.34932471,1,LA,7.57985823
1068,5,0.43296355,0.476294118,0.143926591,13.00916958,32.30202937,-92.55780226,0,LA,1.991456601
1069,3.904112824,0.33307312,0.5556,0.125882424,2.923297882,29.5247891,-90.08475528,1,LA,149.9285674
1070,3.5,0.197537112,0.468180952,0.1599094,NA,30.26769827,-92.81411588,1,LA,5.733957836
1071,4.104529309,0.495723648,0.518325,0.065571229,4.256948948,30.20627499,-92.06388773,0,LA,90.38948636
1072,3.878129618,0.4553546,0.464023333,0.306970155,3.375411034,29.55760494,-90.42135787,1,LA,24.84866796
1073,4.5,0.524675993,0.4434,0.163185491,NA,31.67676907,-92.1604462,0,LA,4.408742685
1074,4.060729631,0.427206614,0.477218421,0.117460695,19.56809044,32.60157783,-92.6646392,0,LA,31.13541806
1075,4.772750113,0.295870007,0.572259615,0.170934099,9.904337883,30.43777359,-90.72354558,1,LA,36.67048048
1076,5,0.882827425,0.371922727,0.160453226,4.615361214,32.25720927,-91.14010573,1,LA,0.356224822
1077,5,0.634257024,0.42145,0.200763532,8.232851028,32.82045284,-91.80169049,1,LA,7.044821145
1078,3.27832707,0.564944009,0.572651064,0.320240298,22.05264282,31.72362081,-93.09629022,1,LA,6.496749464
1079,3.754077023,0.083007147,NA,0.084786953,3.378344059,30.06876453,-89.93090658,1,LA,66.85544545
1080,4.406234239,0.600803893,0.422344,0.157229858,15.56327438,32.4784461,-92.1545525,1,LA,50.48168428
1081,NA,0.633976925,0.529090217,0.304573707,2.105926037,29.42282009,-89.59584455,1,LA,0.905640512
1082,5,0.728242465,0.359152273,0.144070173,5.801430225,30.70937274,-91.60078784,1,LA,5.277112976
1083,3.714064836,0.605599369,0.595578125,0.333851951,18.43967438,31.19858602,-92.53325295,1,LA,42.18467141
1084,5,0.560227797,0.662342308,0.099446026,13.57801628,32.0932492,-93.3399598,1,LA,7.614469991
1085,4.716452434,0.293925875,0.546894595,0.250034853,20.0675087,31.56329374,-93.55531038,0,LA,14.47370447
1086,4.718229322,0.549558391,0.497204762,0.136116423,2.306386948,29.85832503,-89.22117155,1,LA,7.720451777
1087,4.92257217,0.789503493,NA,0.099213827,3.135725021,29.91315516,-90.35816188,1,LA,15.32508917
1088,5,0.520476858,0.618316667,0.099927143,20.75689507,30.82198881,-90.71026264,0,LA,0.376139102
1089,5,0.703539438,0.353788889,0.062440738,3.780584097,30.02629617,-90.79622968,1,LA,7.128426075
1090,4.751089311,0.579319042,0.414068182,0.084328714,3.18057394,30.11355649,-90.50747925,1,LA,10.73617319
1091,3.753952414,0.494979224,0.519706897,0.228690063,10.31776047,30.59888035,-92.00576518,1,LA,10.26375489
1092,3.035428448,0.580558624,0.411773413,0.197962025,4.873770237,30.0373425,-91.49863734,1,LA,11.65328189
1093,4.658606348,0.776462892,0.5079,0.167768245,3.286134005,29.71987271,-91.44984063,1,LA,20.27519806
1094,3.906817236,0.34054754,NA,0.271428058,14.23711395,30.40664141,-89.96360368,1,LA,82.4536842
1095,4.520817456,0.388487633,0.53151129,0.200583973,28.96470833,30.63451904,-90.40817582,1,LA,57.86944213
1096,4.495694574,0.561161194,0.536802727,0.385783944,2.968065023,29.40235623,-90.85850576,1,LA,60.95574664
1097,4.130839723,0.360477428,0.464590625,0.225750308,14.71704197,32.83187028,-92.37479364,1,LA,3.13103518
1098,4.699206622,0.304347826,0.4722625,0.318404024,3.171797037,29.84379281,-92.32128007,1,LA,13.99909244
1099,5,0.550129662,0.47232125,0.327965194,21.85979843,31.10840832,-93.18350549,0,LA,12.20870604
1100,NA,0.358963466,0.459858333,0.165238933,22.14357376,30.85328856,-90.04043081,1,LA,5.058485423
1101,4.386531182,0.54613786,0.66432381,0.15323923,16.19979286,32.71350234,-93.33501216,0,LA,15.14241803
1102,3.614624271,0.730306346,0.370341667,0.049522051,4.645923138,30.46323845,-91.31279286,1,LA,6.863039968
1103,5,0.770440948,0.487892857,0.089823293,4.09935379,32.78854584,-91.45681587,1,LA,7.273734561
1104,5,0.820066832,0.431408173,0.104066441,27.33104706,30.95076346,-91.55193517,1,LA,1.810119675
1105,5,0.196916812,0.46645625,0.23639091,14.87404823,31.94424516,-92.6368138,1,LA,3.156174308
1326,4.5,0.708752789,0.45428125,0.119680992,35.12680054,31.48345077,-91.35316385,1,MS,4.732885099
1327,4.699760278,0.219841395,0.348764706,0.102531548,17.95258141,34.8808205,-88.58030029,0,MS,12.39659649
1328,4.37932274,0.353941704,0.432241667,0.184417744,25.38439941,33.08634609,-89.58167322,0,MS,8.118720113
1329,NA,0.403011897,0.378623529,0.10427249,22.36743736,34.81726107,-89.1885028,0,MS,0.594249556
1330,4,0.866965906,0.404663235,0.228393759,4.444791794,33.79554272,-90.88041662,1,MS,3.524333618
1331,4.817007798,0.191531834,0.345405263,0.148508393,20.72480583,33.93647767,-89.33644255,0,MS,8.163267597
1332,NA,0.626639437,0.467480435,0.159310465,25.48972321,33.44856575,-89.92024994,0,MS,1.609636965
1333,NA,0.302396281,0.342459375,0.105362879,20.81212807,33.34734267,-89.24841477,0,MS,0.69444724
1334,3.5,0.471265435,0.361042593,0.171455009,22.4800663,32.04135917,-88.68942543,0,MS,1.199101991
1335,3.783045571,0.614983553,0.349673077,0.104733737,15.75570393,33.65567145,-88.78154517,1,MS,6.400064336
1336,NA,0.769754768,0.457174,0.147746955,4.451248169,34.22916174,-90.6026407,1,MS,0.865842819
1337,5,0.517274971,0.601578788,0.192355247,23.8325386,31.86922346,-90.44883653,1,MS,4.396624507
1338,5,0.354582577,0.343973077,0.102191412,22.22600555,31.63318964,-89.55265069,0,MS,4.743503636
1339,4.035496627,0.599374357,0.500730556,0.1269134,18.72801208,34.8753607,-89.99184734,1,MS,34.34947314
1340,3.58277385,0.283192632,0.345488462,0.115234317,NA,31.18884242,-89.25786982,0,MS,27.43250185
1341,3.28182425,0.275532892,0.363994118,0.118141883,NA,30.86263252,-88.64399207,0,MS,4.801746101
1342,NA,0.315860215,0.398842,0.176214401,20.91159248,31.21427201,-88.63916256,0,MS,1.337242944
1343,4.114004675,0.582440946,0.434375,0.113288716,21.98540878,33.76995465,-89.8020165,0,MS,6.251214686
1344,4.629118473,0.273016884,0.36478,0.118095607,16.87281036,30.41578139,-89.48853807,1,MS,18.6979438
1345,4.293610444,0.210624611,0.352955556,0.144471596,23.82777405,30.31978067,-89.04566033,1,MS,48.55481311
1346,4.149283198,0.713583714,0.568275806,0.217441299,20.08811569,32.266637,-90.44277975,1,MS,28.51202668
1347,4.611768027,0.673093137,0.531044643,0.191228272,31.43757439,33.12350441,-90.09213319,1,MS,4.789101139
1348,4.127238978,0.199378355,0.401074,0.137041502,25.17088509,34.27998061,-88.36129992,0,MS,9.830246479
1349,4.523633211,0.263706938,0.172927679,0.183085401,18.71257401,30.32832214,-88.58818117,1,MS,45.28965761
1350,3.847377657,0.413282457,0.40998,0.167514612,18.58218575,32.01911254,-89.11887578,0,MS,7.5683652
1351,5,0.383759941,0.345415625,0.100655795,NA,31.56967068,-89.82305045,0,MS,2.308317841
1352,4.728411306,0.122479687,0.367696667,0.172268417,14.665452,31.62254388,-89.16878329,0,MS,11.14903988
1353,NA,0.491439822,0.411705556,0.191135088,35.23669434,32.75456095,-88.6411952,0,MS,1.142152783
1354,3.270845343,0.442108527,0.302766667,0.172350809,22.98244667,34.35673961,-89.48498261,0,MS,15.39725541
1355,4.580575452,0.466282544,0.354942105,0.122689009,NA,31.2058564,-89.50869721,0,MS,27.81208295
1356,4.173154965,0.382182829,0.341920833,0.177563362,25.38395882,32.40424686,-88.66257405,0,MS,15.20501412
1357,NA,0.401172257,0.380316667,0.107193279,28.43275452,31.5502275,-90.10699334,1,MS,2.127601602
1358,4.149310367,0.327756328,0.4463325,0.145890037,15.60187721,32.75352344,-89.52406378,0,MS,2.276801461
1359,3.951954752,0.255704166,0.369,0.114913892,17.49096107,34.28988736,-88.68039522,0,MS,21.70497408
1360,4.741419391,0.679429297,0.45962,0.152471588,3.736377954,33.55053665,-90.30105647,1,MS,11.99608725
1361,NA,0.463876861,0.579290476,0.144679333,15.11778545,31.53237427,-90.45398163,0,MS,1.593441168
1362,4.724850294,0.708148148,0.4013925,0.129784901,16.19611168,33.47295814,-88.44328457,1,MS,23.15971669
1363,4.709633239,0.774869558,0.571586538,0.184708472,19.27268982,32.63462498,-90.03385466,0,MS,26.64965439
1364,5,0.466282544,0.385079412,0.134485228,24.05180931,31.23082649,-89.82244302,1,MS,4.248711105
1365,5,0.605037644,0.333027778,0.18105893,23.56955147,34.76223116,-89.50302715,0,MS,14.92812711
1366,2,0.598082977,0.380632759,0.194829699,21.88818169,33.89228034,-88.48048254,1,MS,9.001656983
1367,NA,0.450937008,0.342596875,0.102478272,18.17187881,33.49410597,-89.61645039,0,MS,1.763694397
1368,4.045968645,0.265132446,0.343225,0.142462925,16.63601303,32.75350413,-89.11759432,0,MS,8.461081677
1369,4.871226503,0.349756754,0.3507075,0.143875414,16.87090302,32.40024013,-89.11880893,0,MS,6.911177308
