female,educ,race,minority,hispanic,marstat,faminc,age,given
0,college,3,1,2,5,48.426,50,50
0,graduate,1,0,2,5,57.528,30,300
0,graduate,5,1,2,1,50.683,48,1000
1,college,2,1,2,3,71.174,59,125
0,highschool,1,0,2,1,58.346,68,150
0,college,1,0,2,1,146.61,27,20
1,highschool,1,0,2,1,34.499,61,50
1,college,1,0,2,5,39.441,24,50
1,highschool,1,0,2,1,24.139,65,200
0,highschool,1,0,2,1,51.053,76,100
1,highschool,1,0,2,5,6.648,20,20
0,college,1,0,2,1,113.201,42,500
1,highschool,2,1,2,5,6.222,45,5
1,college,1,0,2,5,76.778,20,30
0,highschool,1,0,2,1,62.948,74,50
1,graduate,1,0,2,1,104.018,31,25
1,graduate,2,1,2,6,34.932,43,15
1,college,1,0,2,2,42.395,35,200
0,college,1,0,2,1,185.611,54,350
0,college,2,1,2,1,181.236,65,25
1,graduate,1,0,2,1,102.863,31,50
0,highschool,1,0,2,1,42.457,67,100
1,college,2,1,2,1,92.825,42,50
1,college,4,1,2,1,177.178,44,140
1,highschool,1,0,2,1,49.755,73,250
0,college,1,0,2,1,91.131,37,50
0,college,1,0,2,1,117.446,29,150
1,graduate,1,0,2,1,79.899,34,5
1,college,2,1,2,1,70.251,45,500
0,college,1,0,2,5,48.025,36,400
0,graduate,2,1,2,1,147.873,67,150
0,highschool,1,0,2,1,26.542,69,5
0,graduate,1,0,2,1,194.906,38,1000
0,highschool,1,0,2,1,65.291,60,50
1,college,1,0,2,5,77.58,32,40
1,highschool,3,1,2,1,41.074,43,10
1,highschool,1,0,2,1,19.389,57,5
0,highschool,2,1,2,1,140.423,44,35
0,college,3,1,2,1,10.02,23,15
1,graduate,1,0,2,1,197.964,42,250
0,college,1,0,2,6,104.247,38,300
0,college,1,0,2,1,55.926,34,100
0,college,1,0,2,1,51.117,31,500
1,graduate,1,0,2,1,281.785,42,150
0,college,3,1,2,5,114.744,24,200
0,graduate,3,1,2,1,189.753,51,20
0,college,1,0,2,1,83.355,55,100
0,college,1,0,2,1,40.95,37,100
1,college,1,0,2,1,191.834,41,900
0,graduate,1,0,2,1,225.974,35,100
0,highschool,1,0,2,1,50.069,75,200
0,highschool,1,0,2,1,115.546,58,20
0,college,1,0,2,5,4.171,29,35
0,graduate,8,1,2,1,160.049,31,500
0,college,1,0,2,1,59.604,62,100
1,college,1,0,2,5,12.796,24,150
1,college,1,0,2,2,120.827,44,50
0,college,1,0,2,6,344.475,59,200
1,graduate,1,0,2,1,161.355,33,100
1,graduate,1,0,2,1,107.57,41,1000
1,graduate,1,0,2,1,188.104,33,170
1,graduate,1,0,2,1,121.792,29,100
0,highschool,1,0,2,1,55.477,63,100
1,college,6,1,2,4,30.711,62,300
1,highschool,6,1,2,1,34.514,80,25
1,highschool,3,1,2,5,8.436,25,40
0,college,3,1,2,5,77.714,50,50
0,college,3,1,2,1,99.002,31,500
0,highschool,1,0,2,5,33.358,47,25
0,college,1,0,2,6,52.864,28,200
1,college,3,1,2,5,10.665,37,350
0,college,2,1,2,1,105.774,52,250
1,highschool,2,1,2,5,16.859,84,3
1,graduate,2,1,2,5,49.811,29,50
1,highschool,4,1,2,1,463.878,67,300
1,highschool,1,0,2,4,31.068,76,25
0,college,1,0,2,1,115.172,28,100
1,college,2,1,2,5,34.737,26,50
0,college,1,0,2,1,184.313,64,500
0,graduate,1,0,2,5,88.177,51,100
1,college,1,0,2,1,176.876,40,25
1,college,6,1,2,1,84.22,35,200
1,college,1,0,2,5,34.2,25,1
0,college,3,1,2,1,98.211,41,250
1,college,1,0,2,1,60.941,26,10
1,highschool,1,0,2,1,78.82,72,20
1,highschool,1,0,1,1,113.223,66,250
0,college,1,0,2,1,69.053,41,25
0,highschool,1,0,2,5,48.38,23,50
0,college,1,0,1,3,75.505,81,125
1,highschool,1,0,2,1,23.086,68,100
0,highschool,1,0,2,1,44.681,68,100
0,highschool,1,0,2,1,54.976,30,5000
1,highschool,1,0,2,1,49.902,55,200
0,highschool,4,1,2,6,18.022,70,80
0,highschool,1,0,1,6,44.371,25,20
1,highschool,2,1,2,5,14.234,64,30
0,college,3,1,2,1,46.729,40,20
1,college,1,0,2,5,87.519,34,20
1,graduate,1,0,2,5,87.635,38,50
0,college,1,0,2,5,90.257,24,150
0,college,2,1,2,1,141.561,31,500
1,graduate,1,0,1,1,136.433,28,450
0,highschool,1,0,2,3,8.101,51,1
1,college,2,1,2,5,69.554,64,200
0,college,1,0,2,5,17.02,29,50
1,college,1,0,2,5,22.18,22,20
1,college,1,0,2,5,147.835,26,25
1,graduate,1,0,2,1,131.756,29,100
1,highschool,4,1,1,1,358.261,25,1433
0,college,2,1,2,3,15.478,66,3
1,college,1,0,2,5,42.072,24,50
0,college,1,0,2,5,62.298,38,20
1,college,1,0,2,1,141.203,27,400
1,highschool,1,0,2,1,36.419,75,150
0,college,1,0,2,1,33.261,28,500
0,highschool,1,0,2,1,54.407,73,60
1,graduate,1,0,2,5,32.105,28,50
1,college,1,0,2,1,44.874,22,20
0,highschool,1,0,2,3,34.203,59,40
1,highschool,3,1,2,5,38.133,32,50
0,college,1,0,2,1,37.194,36,30
0,college,2,1,2,5,28.231,37,40
0,college,2,1,2,5,30.321,49,100
1,highschool,3,1,2,6,20.143,28,150
0,highschool,1,0,2,1,36.023,83,25
1,highschool,1,0,2,1,36.301,72,25
1,college,1,0,1,1,50.108,26,800
1,college,1,0,2,5,39.88,28,100
1,college,1,0,2,5,91.377,22,10
1,college,2,1,2,5,23.793,23,50
0,college,2,1,2,1,44.316,30,46
0,college,3,1,2,2,78.01,29,4520
1,graduate,1,0,2,1,37.19,27,50
1,highschool,2,1,2,3,61.016,73,25
0,highschool,2,1,2,5,55.576,28,5000
0,college,2,1,2,1,33.742,69,110
0,highschool,1,0,2,1,100.587,84,1000
1,graduate,1,0,2,5,145.252,29,100
0,graduate,2,1,2,6,318.437,28,300
0,college,2,1,2,5,35.99,48,100
1,highschool,1,0,2,6,12.813,35,15
1,college,1,0,2,5,45.177,26,50
0,college,1,0,2,1,52.699,54,15
0,highschool,2,1,2,1,22.431,40,100
0,highschool,1,0,2,5,10.991,64,20
0,college,2,1,2,5,30.95,29,100
0,college,2,1,2,1,205.457,66,500
1,highschool,1,0,2,6,59.738,27,15
1,college,1,0,2,5,22.168,23,10
1,college,1,0,2,1,50.758,28,25
0,highschool,1,0,2,5,35.88,61,100
1,highschool,1,0,2,5,10.775,32,100
1,college,1,0,2,6,79.688,27,50
0,college,2,1,2,2,15.486,53,3
0,college,1,0,2,5,33.924,28,250
1,college,4,1,2,1,71.171,28,50
1,highschool,1,0,2,3,34.996,66,50
1,highschool,1,0,2,3,27.509,35,25
1,college,1,0,2,5,89.707,26,100
1,highschool,1,0,2,5,39.738,23,100
0,highschool,1,0,2,3,102.942,65,10
1,college,4,1,2,2,124.525,19,3
1,highschool,1,0,2,1,47.689,60,250
1,highschool,1,0,2,3,12.882,47,20
1,highschool,1,0,2,1,12.889,49,50
1,college,3,1,2,1,112.25,29,500
0,highschool,1,0,2,1,122.237,54,35
1,highschool,1,0,2,1,101.329,57,25
0,college,1,0,2,5,3.271,25,20
0,college,2,1,2,5,30.46,37,50
1,college,2,1,2,1,53.927,51,1000
1,highschool,1,0,2,3,37.767,61,100
0,highschool,2,1,2,5,89.706,32,335
0,highschool,1,0,2,4,72.172,72,100
1,college,1,0,2,1,68.099,25,50
1,highschool,1,0,2,1,63.32,66,20
0,college,1,0,2,5,25.419,28,10
1,college,1,0,2,1,55.194,32,100
1,college,2,1,2,1,50.984,47,150
0,highschool,1,0,2,1,30.838,71,50
0,college,1,0,2,5,47.036,20,50
1,college,1,0,2,5,70.659,30,1600
1,college,1,0,2,5,109.383,26,50
1,college,1,0,2,1,77.284,28,1
1,highschool,1,0,2,1,30.741,89,25
1,college,2,1,2,2,46.892,33,50
1,college,2,1,2,5,25.675,34,10
0,highschool,5,1,1,1,92.502,53,100
0,highschool,2,1,2,6,144.983,50,200
1,college,1,0,2,1,34.7,29,200
1,college,1,0,2,1,55.868,29,200
0,highschool,1,0,2,1,45.746,81,100
0,college,2,1,2,1,130.344,40,100
1,college,1,0,2,5,43.123,26,100
1,college,1,0,1,1,113.491,40,500
1,highschool,1,0,2,3,29.674,44,3
0,college,6,1,1,6,226.132,35,500
1,college,2,1,2,1,112.389,42,20
1,highschool,1,0,2,1,48.647,47,200
1,college,3,1,2,1,173.078,31,1500
0,highschool,1,0,2,5,19.515,29,25
1,college,1,0,2,1,43.3,27,40
1,graduate,1,0,2,1,100.455,29,40
1,graduate,1,0,2,1,149.357,34,200
1,college,1,0,2,5,78.203,26,100
0,highschool,1,0,2,2,13.331,57,5
1,highschool,1,0,2,1,58.035,24,200
0,highschool,1,0,2,1,81.726,36,25
1,college,1,0,2,1,31.544,26,15
0,highschool,2,1,2,5,82.858,37,500
1,highschool,1,0,2,5,24.018,31,10
0,highschool,1,0,2,1,33.799,65,100
0,college,3,1,2,1,93.429,56,100
0,highschool,1,0,2,5,23.307,67,10
0,college,2,1,2,5,67.038,43,2500
0,highschool,2,1,2,5,14.682,26,1
1,college,4,1,2,5,57.236,30,20
0,graduate,1,0,2,5,450.764,23,100
1,graduate,2,1,2,1,104.141,63,100
1,college,3,1,2,3,41.213,59,75
1,highschool,2,1,2,1,71.71,55,580
1,college,1,0,2,5,72.323,22,25
0,highschool,1,0,2,5,105.182,43,200
0,highschool,1,0,2,5,102.741,46,3
1,college,2,1,2,3,44.529,49,5
0,college,1,0,2,5,55.986,29,50
1,college,1,0,2,5,23.446,23,5
1,highschool,1,0,2,1,100.366,72,30
1,highschool,1,0,2,1,35.259,43,100
1,highschool,1,0,2,1,27.493,23,15
0,college,3,1,2,1,93.523,37,25
1,college,1,0,2,1,37.268,22,10
1,graduate,4,1,2,1,51.485,45,50
1,graduate,1,0,1,3,83.498,43,150
1,highschool,1,0,2,1,66.036,68,10
1,highschool,1,0,2,1,129.208,57,250
0,college,2,1,2,5,78.738,19,100
0,college,2,1,2,3,47.419,26,1
0,college,3,1,2,1,83.924,41,100
0,college,3,1,2,1,101.755,54,500
1,graduate,3,1,2,1,185.708,30,1000
1,college,1,0,2,5,29.078,26,50
1,college,6,1,1,3,43.181,79,20
1,college,3,1,2,1,58.457,49,400
0,highschool,2,1,2,5,51.627,18,350
0,college,3,1,2,1,171.06,48,50
1,highschool,1,0,2,1,85.881,69,500
1,college,1,0,1,5,48.684,41,25
1,highschool,3,1,2,1,79.996,75,100
1,college,3,1,2,1,107.191,37,1500
0,college,2,1,2,2,220.486,66,10
0,college,2,1,2,3,79.924,49,50
1,highschool,1,0,2,4,25.127,82,50
1,highschool,1,0,2,1,119.042,62,50
1,highschool,1,0,2,2,4.297,36,3300
1,highschool,2,1,2,3,29.499,78,25
1,college,1,0,2,1,241.431,36,75
1,college,1,0,2,5,137.072,25,5
1,highschool,1,0,2,3,61.915,56,20
0,highschool,1,0,1,1,6.61,35,10
0,highschool,1,0,2,1,114.756,71,100
1,highschool,1,0,2,5,30.373,63,50
1,highschool,2,1,2,2,21.763,68,100
1,highschool,1,0,2,6,57.241,53,20
1,college,3,1,2,5,22.488,18,5
1,highschool,1,0,2,4,58.495,69,200
1,graduate,1,0,2,1,171.894,38,25
1,highschool,1,0,2,1,60.851,48,500
1,college,1,0,2,1,73.47,34,500
0,graduate,4,1,2,5,91.365,19,100
1,highschool,1,0,2,3,48.88,66,40
0,college,1,0,1,1,110.932,31,85
1,highschool,1,0,2,1,48.366,65,10
1,college,3,1,2,5,58.885,20,9
0,graduate,8,1,1,5,39.869,41,200
1,graduate,1,0,2,1,94.114,36,100
1,college,1,0,2,3,18.747,40,40
1,college,1,0,2,5,9.559,23,15
0,college,4,1,2,1,79.802,30,500
1,highschool,7,1,2,1,127.949,54,2000
0,college,3,1,2,5,23.375,30,80
0,highschool,3,1,2,1,34.258,57,200
1,highschool,1,0,2,3,13.751,81,10
0,highschool,1,0,2,1,33.419,65,50
0,college,3,1,2,1,130.786,57,500
0,highschool,1,0,2,5,18.553,55,100
1,highschool,1,0,1,1,102.133,33,189
1,college,1,0,2,5,23.388,29,10
0,college,2,1,2,1,56.666,45,200
0,college,3,1,2,1,71.222,75,100
0,college,1,0,2,5,63.364,32,100
0,college,1,0,2,1,77.612,39,100
0,college,3,1,2,4,20.075,56,200
1,highschool,1,0,2,5,36.337,41,100
1,graduate,1,0,2,1,235.726,42,1000
1,highschool,1,0,2,4,43.132,90,10
1,graduate,1,0,2,3,94.871,40,300
0,college,1,0,2,1,131.221,34,100
0,college,2,1,2,1,124.589,34,400
0,college,1,0,2,5,33.006,43,50
0,college,1,0,2,5,139.207,32,40
1,college,3,1,2,1,56.191,47,25
1,college,3,1,2,1,70.976,28,200
1,highschool,1,0,2,1,89.978,50,25
1,college,1,0,2,6,53.822,21,1
0,highschool,1,0,2,1,119.925,49,250
1,highschool,1,0,2,5,44.201,49,50
0,highschool,1,0,2,5,112.522,46,3
0,college,1,0,2,4,68.767,44,100
0,college,1,0,2,1,127.36,38,200
1,graduate,4,1,2,1,91.784,35,1000
0,highschool,3,1,2,5,37.33,19,220
1,college,5,1,2,6,97.074,60,300
1,college,3,1,2,3,77.061,44,25
0,college,3,1,2,1,126.738,44,1500
1,college,1,0,2,6,40.827,29,1
0,highschool,1,0,2,1,35.361,34,400
0,college,2,1,2,1,55.822,44,100
0,college,2,1,2,5,15.1,25,20
1,highschool,1,0,2,1,61.219,70,25
0,college,2,1,2,1,69.477,51,100
1,highschool,2,1,2,1,7.395,43,126
0,college,1,0,2,1,98.793,29,1000
0,college,2,1,2,6,70.673,38,300
0,college,2,1,2,1,59.865,28,100
0,college,1,0,1,1,72.163,26,100
1,college,1,0,2,5,75.62,28,300
0,highschool,1,0,2,5,26.568,44,5
1,college,1,0,2,5,32.366,24,100
1,college,1,0,2,5,76.871,26,5
0,highschool,1,0,2,1,287.638,77,1000
0,highschool,1,0,2,1,86.901,62,50
1,college,3,1,2,1,106.657,36,100
1,highschool,1,0,2,1,74.762,72,50
0,college,1,0,2,5,80.667,31,25
1,highschool,1,0,2,1,140.995,68,35
1,college,2,1,2,5,34.553,59,100
1,college,2,1,2,1,57.679,56,100
0,college,3,1,2,1,110.257,49,100
1,college,2,1,1,5,59.218,32,500
1,college,3,1,2,6,146.25,57,250
0,college,1,0,2,5,37.438,24,500
1,college,1,0,2,5,28.798,31,50
0,college,1,0,2,6,103.944,31,250
1,college,1,0,2,5,57.275,32,50
0,highschool,1,0,2,1,71.787,50,100
1,highschool,1,0,2,1,71.886,56,500
0,highschool,2,1,1,1,25.735,54,75
1,college,1,0,2,5,40.19,23,100
1,college,1,0,2,1,57.592,42,20
1,highschool,1,0,2,1,207.038,59,200
1,college,1,0,2,5,23.512,27,35
1,highschool,1,0,2,1,56.186,50,100
1,college,1,0,2,1,63.392,30,25
0,college,1,0,2,1,278.034,44,3000
1,college,2,1,2,5,48.523,47,10
1,highschool,1,0,2,1,43.163,44,100
1,college,1,0,2,5,15.951,25,10
1,college,1,0,2,5,39.893,25,10
1,highschool,1,0,2,1,18.808,60,100
1,highschool,1,0,2,4,32.101,67,30
0,college,4,1,2,5,39.506,28,25
1,graduate,6,1,1,1,237.341,55,100
1,highschool,2,1,2,1,77.415,64,600
0,graduate,7,1,2,1,114.349,64,1000
1,college,2,1,2,5,30.39,60,25
0,highschool,1,0,2,1,50.328,68,100
0,college,2,1,2,1,76.759,40,200
1,highschool,1,0,2,5,34.797,28,50
1,college,1,0,2,1,59.906,28,40
0,highschool,1,0,2,1,49.214,73,100
1,college,1,0,2,5,35.191,28,10
1,highschool,2,1,2,5,13.631,68,25
0,college,2,1,2,5,53.683,27,544
0,college,2,1,2,1,72.934,36,2500
1,college,1,0,2,6,99.881,29,20
1,college,1,0,2,5,109.467,20,15
1,college,1,0,2,1,28.511,26,20
1,college,2,1,2,1,44.322,34,60
1,college,2,1,2,5,43.013,19,5
1,graduate,1,0,2,5,32.492,27,100
1,college,1,0,1,6,30.849,48,25
1,highschool,1,0,2,1,55.873,44,50
1,college,1,0,2,6,21.394,27,50
0,college,1,0,2,1,145.117,25,10
1,college,2,1,2,5,17.754,78,60
1,college,1,0,2,1,57.996,35,30
0,graduate,1,0,2,5,76.052,24,100
0,college,1,0,2,6,193.792,38,500
1,graduate,1,0,2,1,38.178,62,250
0,college,1,0,2,1,146.946,41,100
1,college,2,1,2,5,54.822,26,86
1,highschool,3,1,2,5,63.698,20,20
1,college,6,1,1,1,91.389,47,50
1,college,1,0,2,5,30.659,26,300
0,college,6,1,2,5,42.064,25,5
1,graduate,1,0,2,5,153.728,28,25
0,highschool,2,1,2,6,21.128,60,50
1,highschool,1,0,2,1,77.631,79,100
1,college,1,0,2,1,60.793,30,50
1,college,1,0,2,1,84.331,36,50
1,highschool,1,0,2,1,103.414,68,100
1,college,1,0,2,1,61.026,27,5
1,highschool,2,1,2,6,24.793,38,300
1,highschool,1,0,2,3,11.193,62,10
0,highschool,1,0,2,1,36.109,72,55
1,college,1,0,1,1,76.143,25,50
1,college,3,1,2,1,43.401,34,50
1,graduate,4,1,2,1,70.707,29,500
1,college,2,1,2,5,9.577,21,5
0,highschool,3,1,2,5,5.199,35,25
1,college,1,0,2,1,76.283,28,50
1,college,1,0,2,5,38.349,26,150
1,graduate,1,0,2,1,125.037,28,50
0,college,3,1,2,5,58.071,51,200
0,college,1,0,2,5,35.618,24,27
1,college,1,0,2,1,107.91,40,100
0,college,1,0,2,5,55.547,28,25
0,college,2,1,2,5,69.251,51,100
0,highschool,2,1,2,5,8.635,61,200
0,highschool,1,0,2,1,212.335,34,2000
1,graduate,2,1,2,5,23.686,26,50
1,highschool,2,1,2,1,94.436,73,35
0,graduate,1,0,2,1,94.376,41,150
0,college,7,1,2,1,46.942,82,50
1,college,3,1,2,1,123.329,43,2000
0,college,1,0,2,1,70.441,23,20
0,college,1,0,2,5,67.857,20,100
1,college,2,1,2,5,68.4,26,200
0,college,2,1,2,5,145.476,28,20
1,highschool,4,1,2,5,225.154,18,50
1,college,1,0,2,5,139.613,26,50
0,highschool,3,1,2,1,73.202,58,25
1,college,4,1,2,5,56.193,28,20
1,college,2,1,2,1,9.505,21,1000
0,college,1,0,2,5,90.5,23,50
1,college,6,1,1,5,130.538,22,200
0,college,2,1,2,3,33.54,59,50
0,highschool,1,0,2,3,36.207,69,20
1,highschool,1,0,2,1,25.352,55,38
1,college,2,1,2,1,59.264,39,100
0,college,2,1,2,3,10.289,57,20
1,highschool,1,0,2,1,32.521,72,100
1,highschool,1,0,1,1,65.02,73,20
1,college,1,0,2,1,76.612,38,25
0,highschool,1,0,2,1,88.418,63,260
1,college,6,1,1,5,125.889,42,50
1,college,3,1,2,1,26.129,28,20
1,college,1,0,2,1,71.327,30,10
1,college,3,1,2,1,34.463,58,100
0,college,3,1,2,5,71.478,39,50
1,graduate,1,0,2,5,73.736,32,20
1,highschool,1,0,2,1,58.666,68,120
1,graduate,1,0,2,3,48.472,33,50
1,college,1,0,2,1,93.285,38,200
1,college,2,1,2,1,72.175,33,300
1,college,1,0,2,5,335.381,19,15
1,college,1,0,2,5,54.375,25,250
0,college,3,1,2,1,41.291,24,400
1,college,4,1,2,5,175.891,25,250
1,college,1,0,2,1,23.923,35,50
1,graduate,1,0,2,1,114.24,37,100
1,college,3,1,2,1,56.613,59,300
1,highschool,1,0,2,5,39.018,21,20
1,college,2,1,2,1,89.87,49,100
1,college,3,1,2,1,137.874,39,100
1,highschool,1,0,2,3,77.173,72,100
0,college,1,0,2,1,135.514,42,1000
1,college,6,1,2,1,30.554,24,10
0,college,2,1,2,1,43.49,31,200
1,college,2,1,1,1,22.218,41,100
0,highschool,1,0,2,5,65.341,27,250
1,highschool,1,0,2,1,54.467,61,100
1,college,1,0,2,3,53.327,26,20
0,college,3,1,2,5,11.221,32,100
0,college,1,0,2,1,71.94,33,60
1,graduate,1,0,2,1,125.992,39,10
0,highschool,1,0,2,1,85.945,53,250
1,highschool,2,1,2,3,87.592,59,20
0,college,2,1,2,4,67.025,70,50
1,college,2,1,2,4,21.106,47,20
0,college,3,1,2,3,143.215,53,150
0,college,1,0,2,1,55.854,28,20
1,college,2,1,2,5,26.057,44,30
1,college,1,0,2,5,99.023,35,100
0,highschool,1,0,2,1,31.324,79,100
0,college,2,1,2,1,162.99,48,1500
1,college,3,1,2,1,153.558,35,50
0,college,2,1,2,1,110.081,67,300
0,college,1,0,2,5,60.591,29,45
0,college,1,0,2,5,76.81,36,60
1,graduate,1,0,2,1,89.386,41,400
1,college,1,0,2,1,56.586,28,75
0,college,2,1,2,5,78.818,48,250
1,graduate,4,1,2,1,137.25,27,50
1,college,1,0,2,5,45.617,25,30
0,highschool,1,0,2,1,59.543,67,10
0,college,3,1,2,5,9.33,31,1
0,graduate,1,0,2,1,112.074,41,150
1,graduate,1,0,2,1,215.019,33,60
1,graduate,3,1,2,2,179.91,45,500
1,college,3,1,2,5,46.348,36,200
1,college,2,1,2,5,112.449,55,50
1,highschool,1,0,2,6,32.021,22,150
0,college,1,0,2,1,55.192,27,1256
0,college,6,1,1,1,54.635,42,25
0,college,1,0,2,1,77.243,28,20
0,college,6,1,1,1,43.502,39,50
1,college,1,0,2,5,43.441,27,50
1,highschool,1,0,2,4,22.644,83,100
1,college,1,0,2,1,101.339,25,500
0,college,2,1,2,1,99.898,55,20
0,graduate,7,1,2,1,138.034,62,300
0,highschool,1,0,2,1,30.08,77,100
1,college,2,1,2,2,96.161,29,234
1,college,3,1,2,1,142.407,45,50
1,highschool,1,0,2,1,56.994,56,100
1,graduate,1,0,2,1,43.321,27,1
1,college,3,1,2,1,130.701,38,500
1,highschool,1,0,2,1,65.133,31,25
1,college,3,1,2,5,136.753,42,500
1,graduate,1,0,2,1,35.461,53,50
1,highschool,1,0,2,3,27.875,74,300
0,college,1,0,2,5,32.327,30,25
1,college,1,0,2,1,31.427,25,25
1,college,3,1,2,1,59.53,39,50
0,college,3,1,2,1,90.679,33,466
1,college,3,1,2,6,94.76,30,30
0,college,2,1,2,1,21.553,29,100
0,college,1,0,2,5,240.949,28,50
1,college,1,0,1,1,174.908,40,100
0,college,1,0,2,5,57.184,33,50
0,highschool,1,0,2,4,76.072,79,800
1,graduate,2,1,2,5,48.638,27,20
0,highschool,1,0,2,1,47.136,39,50
1,highschool,2,1,2,5,16.715,56,20
0,highschool,1,0,2,5,47.594,28,200
0,highschool,6,1,1,5,55.479,51,100
0,graduate,1,0,2,1,94.785,42,100
1,college,1,0,2,1,110.777,40,10
1,college,1,0,2,5,30.674,25,50
1,college,1,0,2,5,10.966,19,10
0,college,1,0,2,1,175.661,29,200
0,highschool,3,1,2,1,63.168,70,100
1,college,6,1,1,5,26.671,28,5
1,college,3,1,2,1,41.902,47,100
1,highschool,1,0,2,6,25.397,23,10
0,highschool,1,0,2,1,9.652,24,250
1,college,3,1,2,1,143.454,29,75
0,highschool,1,0,2,1,73.92,72,50
1,highschool,1,0,2,1,73.948,71,200
0,highschool,3,1,2,5,18.61,29,1
1,college,1,0,2,1,72.413,30,400
0,college,1,0,2,5,37.396,39,25
1,highschool,1,0,2,4,30.118,70,1300
1,college,1,0,2,5,33.832,41,50
1,college,6,1,1,5,44.194,43,25
0,graduate,4,1,2,1,56.979,27,200
0,college,1,0,2,5,37.241,28,50
0,college,2,1,2,5,36.032,27,1000
1,college,1,0,2,5,67.324,21,20
1,college,1,0,2,5,55.793,27,25
1,college,1,0,2,5,22.301,27,5
0,college,2,1,2,5,130.748,33,1000
0,college,3,1,2,1,48.487,66,50
1,college,1,0,2,5,43.936,25,200
0,highschool,2,1,2,3,31.235,68,20
0,college,1,0,2,5,38.584,27,100
1,college,1,0,2,1,33.969,23,2
0,college,1,0,2,6,74.635,38,300
1,graduate,1,0,2,5,46.935,31,75
1,college,3,1,2,5,34.409,49,100
1,college,2,1,2,1,32.83,27,100
0,college,4,1,2,5,36.593,22,80
1,college,3,1,2,2,38.661,49,25
1,college,1,0,2,5,57.933,55,5
0,highschool,1,0,2,5,63.086,30,200
1,college,1,0,2,5,235.533,28,200
1,college,5,1,1,1,99.072,47,20
1,college,3,1,2,5,39.365,28,25
1,college,6,1,2,5,51.999,32,250
1,highschool,7,1,2,1,127.117,66,500
0,college,1,0,2,5,102.774,38,20
0,college,1,0,2,5,26.85,38,250
1,graduate,3,1,2,3,64.923,36,80
1,college,1,0,2,5,56.273,30,400
0,college,1,0,2,1,86.421,22,2000
0,graduate,3,1,2,5,109.494,29,1200
1,highschool,1,0,2,1,45.611,74,200
1,college,1,0,2,1,219.035,36,200
1,graduate,1,0,2,1,212.179,35,1200
1,college,1,0,2,5,93.94,44,200
1,college,1,0,2,1,96.527,36,500
1,college,1,0,2,1,90.408,31,100
0,college,1,0,2,1,40.694,57,10
1,college,1,0,2,1,87.341,34,50
1,highschool,5,1,2,1,40.267,74,25
1,highschool,1,0,2,1,37.212,74,150
0,college,1,0,2,5,113.416,19,40
1,highschool,1,0,2,3,43.777,46,50
1,highschool,1,0,2,1,69.439,27,40
1,highschool,1,0,2,5,71.414,52,50
1,college,3,1,2,1,125.203,31,5000
0,college,1,0,2,5,165.372,24,5
1,college,1,0,2,1,74.777,44,40
0,college,3,1,2,5,38.4,34,100
0,highschool,2,1,2,6,55.696,25,50
1,college,1,0,2,5,50.778,28,10
0,highschool,1,0,2,6,21.211,20,1000
0,highschool,1,0,2,5,11.964,40,50
0,college,6,1,1,4,139.855,61,20
1,highschool,3,1,2,1,172.725,23,3000
1,graduate,1,0,2,5,64.813,40,200
1,college,1,0,2,6,44.243,26,25
1,college,2,1,2,5,37.645,30,50
1,highschool,1,0,2,1,46.002,68,120
1,college,2,1,2,5,64.602,25,5
0,highschool,1,0,2,5,41.56,33,750
1,highschool,2,1,2,3,27.502,68,25
0,college,6,1,2,5,132.628,26,240
1,highschool,1,0,2,1,179.057,57,100
1,college,3,1,2,1,112.666,65,1000
1,college,1,0,2,6,111.845,36,150
1,college,4,1,2,5,110.299,53,50
1,college,1,0,1,5,32.86,21,100
1,college,3,1,2,1,56.542,43,25
1,highschool,3,1,2,5,90.609,21,1000
0,college,1,0,1,1,68.985,31,20
1,college,1,0,2,6,10.163,30,10
1,graduate,1,0,2,1,176.859,42,20
1,graduate,1,0,2,5,60.453,43,400
1,college,4,1,2,5,21.306,28,25
1,highschool,1,0,2,1,65.564,77,25
0,college,2,1,1,1,165.296,40,700
0,college,3,1,2,1,33.747,48,250
1,highschool,1,0,2,6,66.846,61,25
0,college,3,1,2,6,141.591,50,100
0,highschool,1,0,2,4,69.446,63,100
1,college,6,1,1,5,13.396,30,50
0,college,3,1,2,1,87.082,45,300
0,college,3,1,2,5,149.108,22,100
0,college,1,0,2,1,78.847,29,500
1,highschool,1,0,2,1,183.377,55,10
0,college,4,1,2,1,127.661,24,25
1,college,2,1,2,4,20.25,78,10
0,college,1,0,2,1,50.856,32,20
1,highschool,3,1,2,5,25.428,31,50
0,college,2,1,2,5,21.514,25,50
1,college,1,0,1,5,83.681,34,50
0,highschool,3,1,2,5,34.093,38,25
0,college,2,1,2,5,46.697,51,15
1,graduate,2,1,2,1,132.774,38,30
1,college,1,0,2,1,97.018,41,50
0,college,3,1,2,5,34.662,34,100
0,highschool,1,0,2,1,66.223,70,70
1,college,3,1,2,5,49.877,26,10
0,highschool,1,0,2,3,97.412,55,100
0,college,1,0,2,1,109.592,43,500
0,college,6,1,1,1,177.962,46,100
1,college,3,1,2,5,50.033,27,100
1,highschool,1,0,2,4,89.753,66,100
1,graduate,1,0,2,6,110.299,41,100
1,highschool,1,0,2,1,120.049,60,100
1,college,1,0,2,3,20.952,29,40
0,college,3,1,2,5,20.342,22,20
1,highschool,1,0,2,1,40.342,63,100
