female,educ,race,minority,hispanic,marstat,faminc,age,given
1,college,1,0,2,1,111.601,39,1000
1,college,1,0,2,1,77.705,49,150
1,college,1,0,2,1,78.656,47,80
0,college,1,0,2,1,133.583,72,400
1,college,1,0,2,4,67.065,71,500
0,graduate,1,0,2,1,144.934,69,100
1,college,1,0,2,1,35.041,73,1
1,college,1,0,2,1,67.784,61,100
0,college,1,0,2,5,25.102,54,100
1,college,1,0,2,1,87.756,65,100
0,college,1,0,2,1,246.295,63,4000
0,college,1,0,2,1,44.416,83,50
1,college,1,0,2,1,118.065,56,100
0,college,1,0,2,1,196.076,44,50
1,college,1,0,2,1,50.849,74,50
0,college,1,0,2,1,93.284,67,25
1,graduate,1,0,2,1,46.167,80,1
1,graduate,1,0,2,1,98.616,70,100
1,graduate,1,0,2,6,95.335,51,250
1,college,1,0,2,1,428.089,46,25
1,graduate,1,0,2,1,107.316,77,500
0,college,1,0,2,1,192.026,65,300
0,college,1,0,2,1,39.987,87,150
1,college,1,0,2,1,101.487,70,125
0,college,1,0,2,1,113.108,41,100
0,college,1,0,2,1,80.392,61,100
0,highschool,1,0,2,3,36.968,77,50
1,graduate,1,0,2,3,100.799,48,150
1,college,1,0,2,4,38.839,43,25
0,graduate,1,0,2,1,136.304,66,1
1,graduate,1,0,2,1,162.435,66,300
0,graduate,1,0,2,1,31.046,86,40
0,college,1,0,2,1,25.539,73,50
0,graduate,1,0,2,1,123.085,32,250
1,graduate,1,0,2,1,56.509,81,200
1,college,1,0,2,4,59.197,63,100
1,college,1,0,2,1,100.947,59,1000
1,graduate,1,0,2,1,195.803,62,500
1,college,7,1,2,5,52.332,33,25
0,college,1,0,2,1,83.632,52,1000
0,graduate,1,0,2,4,77.427,82,200
1,college,7,1,2,4,22.931,72,100
0,graduate,1,0,2,1,178.49,60,25
1,college,1,0,2,3,9.515,50,100
1,college,2,1,2,1,49.507,77,35
1,graduate,1,0,2,1,174.427,53,50
0,college,1,0,2,1,221.807,52,500
0,highschool,1,0,2,5,15.596,44,20
1,college,1,0,2,1,296.241,61,20
0,college,1,0,2,1,160.611,78,100
0,graduate,1,0,2,5,40.861,58,200
0,graduate,1,0,1,4,60.382,69,250
0,college,1,0,2,1,127.075,42,100
0,graduate,1,0,2,1,147.051,40,34
0,graduate,1,0,2,1,415.479,78,1000
1,graduate,2,1,2,4,55.624,73,60
0,highschool,1,0,2,1,45.562,80,25
0,college,1,0,2,1,108.26,70,150
0,college,1,0,2,1,76.648,70,1500
1,college,1,0,2,1,79.387,58,100
0,college,1,0,2,1,185.436,58,100
1,college,1,0,2,5,67.556,33,40
0,graduate,1,0,2,1,42.173,72,50
0,college,1,0,2,1,40.994,69,50
0,graduate,1,0,2,1,91.503,75,300
1,college,1,0,2,3,44.212,75,500
0,college,1,0,2,6,25.363,51,10
0,graduate,1,0,2,5,82.648,32,100
1,highschool,6,1,1,1,140.077,47,100
1,college,1,0,2,1,93.387,57,50
0,graduate,1,0,2,5,42.359,76,500
1,college,1,0,2,1,84.697,33,5
1,college,1,0,2,5,65.158,50,10
1,graduate,1,0,2,1,48.896,71,15
1,college,1,0,2,6,120.519,59,200
1,college,1,0,2,1,214.549,59,25
1,graduate,1,0,2,1,115.83,50,20
0,college,1,0,2,1,123.215,84,2
0,college,1,0,2,1,181.504,77,50
0,college,1,0,2,1,202.128,71,750
1,college,1,0,2,1,26.229,27,5
1,graduate,1,0,2,5,77.743,67,100
0,college,1,0,2,1,170.518,35,30
1,highschool,1,0,2,1,61.455,50,100
0,college,1,0,2,5,33.768,36,50
1,college,1,0,2,6,97.714,35,200
1,highschool,1,0,2,3,44.825,49,50
1,college,1,0,2,6,38.905,45,100
1,college,1,0,2,1,231.303,52,100
0,college,1,0,2,5,10.449,34,20
0,college,1,0,2,5,25.945,36,4
0,college,1,0,2,5,30.592,45,10
1,college,1,0,2,3,57.508,76,200
0,college,1,0,2,1,116.016,79,100
1,college,1,0,2,3,29.183,60,300
0,graduate,1,0,2,3,20.184,68,200
0,highschool,1,0,2,1,38.612,66,25
1,graduate,1,0,2,1,62.701,49,500
1,college,1,0,2,1,88.914,57,50
1,graduate,1,0,2,3,148.239,70,500
0,graduate,7,1,2,5,116.06,71,100
0,college,1,0,2,1,37.11,29,150
1,college,1,0,2,1,78.792,79,20
0,graduate,1,0,2,1,77.778,80,200
0,graduate,1,0,2,1,83.577,86,1500
1,highschool,1,0,2,1,63.797,65,200
1,college,1,0,2,1,121.978,60,500
1,highschool,1,0,2,6,204.919,66,400
1,highschool,1,0,2,3,14.828,66,8
0,college,1,0,2,5,10.596,61,100
0,college,1,0,2,1,135.971,62,100
1,college,3,1,2,5,12.333,58,200
0,college,1,0,2,5,25.727,57,50
0,college,1,0,2,1,112.799,64,300
1,graduate,1,0,2,1,115.134,46,400
0,college,1,0,2,1,85.761,72,300
1,college,1,0,2,1,62.188,82,500
0,college,1,0,2,1,236.547,75,50
0,graduate,1,0,2,1,71.474,79,100
0,college,1,0,2,1,81.79,58,100
0,college,1,0,2,1,85.431,74,100
1,college,1,0,2,1,48.511,83,25
0,college,1,0,2,3,38.782,77,250
1,highschool,1,0,2,1,52.562,82,300
1,college,1,0,2,1,60.348,71,200
1,college,1,0,2,4,47.611,62,305
1,graduate,4,1,2,5,42.085,52,200
0,college,1,0,2,1,28.431,78,100
0,college,1,0,2,1,97.043,78,100
1,graduate,3,1,2,1,148.671,62,100
1,graduate,1,0,2,5,72.576,58,300
0,college,1,0,2,1,98.761,68,1500
1,college,4,1,2,4,23.888,79,200
1,college,1,0,2,1,101.635,43,500
1,highschool,1,0,2,1,193.676,57,100
1,college,1,0,2,1,115.257,65,500
0,college,1,0,2,1,105.303,69,500
1,graduate,1,0,2,3,26.445,66,25
0,college,1,0,2,1,147.301,53,200
0,college,1,0,2,5,37.274,58,100
0,graduate,1,0,2,3,64.684,58,50
0,college,1,0,2,1,66.703,47,100
1,college,1,0,2,3,50.847,66,150
0,college,1,0,2,3,27.373,78,100
1,highschool,1,0,2,5,68.597,73,300
0,college,1,0,2,1,185.896,62,400
1,college,1,0,2,6,77.346,63,30
0,college,1,0,2,1,172.406,69,500
1,college,1,0,2,3,26.23,66,100
0,graduate,5,1,2,1,128.336,45,500
1,college,1,0,2,1,52.314,60,10
1,college,1,0,2,1,118.746,80,500
0,college,1,0,2,1,141.536,46,200
1,graduate,1,0,2,5,33.184,63,30
1,graduate,1,0,2,1,87.816,72,300
0,graduate,7,1,2,1,95.949,77,2700
0,college,1,0,2,1,198.152,69,100
1,college,1,0,2,1,102.512,55,250
0,college,1,0,2,5,58.941,34,100
0,graduate,2,1,2,3,86.072,47,25
1,college,1,0,2,3,64.196,44,50
1,graduate,1,0,2,1,52.845,83,50
1,college,1,0,2,1,56.873,60,50
1,college,1,0,2,1,64.354,73,200
1,college,1,0,2,6,102.969,57,100
0,college,2,1,2,1,83.476,65,100
1,college,1,0,2,1,86.26,69,1000
0,college,1,0,2,1,47.644,81,200
0,college,1,0,2,3,24.57,67,200
1,graduate,1,0,2,1,235.755,66,1000
0,college,1,0,2,3,20.729,77,50
0,college,1,0,2,1,164.029,75,100
0,college,1,0,2,5,32.127,67,150
1,college,1,0,2,1,49.572,66,100
0,college,1,0,2,1,78.372,63,300
1,graduate,1,0,2,3,98.817,76,250
1,college,1,0,2,4,58.76,70,350
1,college,1,0,2,1,158.568,53,500
1,college,1,0,2,1,114.399,70,100
0,college,1,0,2,5,23.775,58,500
0,college,1,0,2,6,78.083,70,200
1,highschool,1,0,2,4,48.45,70,1000
0,college,2,1,2,1,89.792,72,50
0,college,1,0,2,1,77.596,79,150
1,college,1,0,2,3,37.857,77,20
0,highschool,1,0,2,1,56.608,71,100
1,graduate,1,0,2,3,35.192,75,350
1,graduate,1,0,2,5,38.344,70,100
1,college,1,0,2,4,39.57,79,100
0,graduate,1,0,2,1,41.688,49,150
1,college,1,0,2,1,114.55,65,10
1,graduate,1,0,1,1,327.366,54,100
1,college,2,1,2,4,35.88,63,50
0,graduate,1,0,2,1,177.961,73,200
1,college,1,0,2,3,65.723,74,200
1,graduate,1,0,2,1,240.619,58,600
0,college,6,1,1,1,48.576,40,50
1,college,1,0,2,3,39.304,56,100
0,college,1,0,2,1,151.619,71,200
0,graduate,1,0,2,1,109.34,49,3
0,college,1,0,2,1,169.488,69,3000
0,highschool,1,0,2,1,60.223,71,10
0,college,1,0,2,4,40.246,81,25
0,graduate,1,0,2,1,295.951,59,500
1,graduate,1,0,2,1,116.324,43,10
1,college,1,0,2,1,148.369,47,1000
1,college,1,0,2,3,60.377,77,150
1,graduate,1,0,2,5,101.679,31,250
0,graduate,6,1,2,1,61.528,65,100
0,college,1,0,2,1,80.515,65,400
0,college,1,0,2,3,48.555,77,200
1,college,1,0,2,1,54.237,70,50
1,graduate,1,0,2,1,115.375,70,35
1,graduate,1,0,2,4,189.735,76,300
0,graduate,1,0,2,1,192.095,63,5000
0,college,1,0,2,3,54.66,78,500
1,graduate,1,0,2,5,66.851,37,50
0,college,1,0,2,1,32.987,59,25
0,graduate,1,0,2,1,244.425,76,1500
0,college,1,0,2,5,37.276,70,175
1,graduate,1,0,2,3,42.983,71,25
0,graduate,1,0,2,5,64.988,54,1500
1,college,1,0,2,3,11.122,70,150
0,college,1,0,2,4,14.791,78,27
1,graduate,1,0,2,1,172.003,47,20
0,college,1,0,2,1,71.443,71,1200
0,college,1,0,2,1,116.105,60,75
1,college,1,0,2,3,77.225,73,100
0,college,1,0,2,1,46.903,63,25
0,graduate,1,0,2,1,171.076,68,1500
0,college,1,0,2,1,126.457,66,100
0,graduate,6,1,2,1,79.094,56,50
1,college,1,0,2,1,69.9,66,150
0,graduate,1,0,2,1,110.735,64,10
1,graduate,1,0,2,6,300.949,70,50
0,college,1,0,2,1,135.432,67,1200
0,college,1,0,2,1,26.47,79,5
0,college,1,0,2,1,95.963,77,150
0,graduate,1,0,2,6,142.868,61,260
1,college,1,0,2,1,151.06,60,1000
0,highschool,1,0,2,3,126.474,71,750
0,graduate,1,0,2,1,75.498,73,100
0,college,1,0,2,3,23.852,62,200
1,graduate,1,0,2,1,138.249,69,1000
1,college,1,0,2,3,87.109,75,50
1,college,1,0,2,4,12.234,62,15
0,graduate,1,0,2,1,149.278,60,300
1,college,1,0,2,3,37.663,55,20
1,college,1,0,2,1,104.207,67,200
1,graduate,1,0,2,4,46.534,75,50
1,college,1,0,2,4,22.974,72,375
0,college,1,0,2,1,85.797,85,2400
0,college,1,0,2,4,60.51,60,100
1,graduate,1,0,2,1,167.923,55,200
0,college,1,0,2,1,86.178,71,25
0,graduate,1,0,2,1,102.334,68,400
1,college,1,0,2,3,38.182,70,100
1,graduate,1,0,2,3,48.447,74,300
0,graduate,1,0,2,1,77.412,81,50
1,college,1,0,2,1,104.499,54,25
1,college,1,0,2,1,101.5,54,500
1,graduate,1,0,2,1,235.783,72,50
1,graduate,1,0,2,5,183.977,69,400
0,college,1,0,2,1,92.421,58,100
1,college,2,1,2,4,305.151,72,200
0,graduate,1,0,2,1,97.947,76,100
1,graduate,1,0,2,3,62.699,65,150
0,college,1,0,2,1,57.254,90,25
0,highschool,1,0,2,1,59.692,83,800
0,college,1,0,2,1,145.617,36,5000
1,college,1,0,2,1,172.906,66,200
1,college,1,0,2,1,100.454,75,700
0,college,1,0,2,1,39.431,77,1000
1,college,1,0,2,4,53.221,61,100
0,graduate,1,0,2,1,102.592,79,1000
1,college,1,0,2,1,90.784,65,100
1,college,1,0,2,1,30.748,70,40
1,graduate,1,0,2,5,40.251,40,100
1,college,1,0,2,3,46.019,73,20
1,college,1,0,2,5,75.044,38,50
0,graduate,5,1,2,1,78.043,80,500
0,graduate,1,0,2,3,67.253,57,500
0,college,1,0,2,5,85.044,38,500
1,graduate,1,0,2,3,72.769,63,100
1,graduate,1,0,2,1,149.439,44,25
0,college,1,0,2,1,49.569,82,25
1,graduate,1,0,2,4,85.975,85,500
1,college,1,0,2,1,108.238,61,450
0,college,1,0,2,1,60.825,67,25
0,college,1,0,2,1,55.34,81,1000
0,college,1,0,2,6,21.943,56,25
1,college,1,0,2,1,66.182,36,300
0,college,1,0,2,1,107.307,82,100
1,highschool,1,0,2,1,57.472,48,25
0,graduate,1,0,2,5,114.7,57,100
0,college,1,0,2,1,129.211,81,100
1,college,1,0,2,1,13.06,76,10
0,highschool,1,0,2,5,62.095,49,50
0,highschool,1,0,2,1,79.902,58,100
1,graduate,1,0,2,4,30.035,79,250
0,college,1,0,2,1,41.494,69,50
0,college,1,0,2,4,76.68,87,200
1,college,1,0,2,5,79.088,64,100
0,college,1,0,2,1,29.946,83,1
0,college,1,0,2,1,43.691,77,100
1,graduate,1,0,2,5,57.921,56,150
0,graduate,1,0,2,1,92.149,60,50
1,college,1,0,2,1,66.969,75,100
0,graduate,1,0,2,4,22.23,81,200
1,college,1,0,2,1,143.655,70,300
0,college,1,0,2,1,20.638,56,300
1,college,1,0,2,6,86.998,31,50
0,college,1,0,2,2,55.362,76,400
0,highschool,1,0,2,1,63.825,85,20
1,college,6,1,2,1,37.255,55,5
1,college,1,0,2,3,120.264,74,500
0,college,1,0,2,1,63.645,67,200
0,college,1,0,2,1,36.658,83,250
0,college,1,0,2,5,32.624,64,10
0,highschool,1,0,2,1,61.216,68,100
0,college,1,0,2,2,38.002,58,100
1,graduate,1,0,2,1,165.733,80,350
1,graduate,1,0,2,5,44.016,65,50
0,graduate,1,0,2,2,26.903,65,35
1,graduate,1,0,2,5,55.927,32,50
1,college,1,0,2,3,31.374,76,100
0,college,1,0,2,3,74.544,56,200
1,graduate,1,0,2,3,23.39,52,60
1,graduate,1,0,2,1,228.967,65,1000
0,graduate,1,0,2,1,172.042,72,125
1,college,1,0,2,1,223.039,52,100
1,college,1,0,2,3,35.793,51,15
0,college,1,0,2,1,134.613,48,40
0,graduate,1,0,2,1,56.633,75,150
1,college,1,0,2,4,104.101,66,300
1,college,1,0,2,1,112.023,43,200
0,college,1,0,2,1,70.995,67,500
1,graduate,1,0,2,1,76.697,59,200
0,highschool,1,0,2,1,69.943,64,10
1,graduate,1,0,2,1,183.67,75,3000
0,graduate,1,0,2,1,165.592,86,25
1,college,1,0,2,3,53.439,57,1200
0,graduate,1,0,2,1,171.857,60,500
1,college,1,0,2,1,147.24,29,250
0,college,3,1,2,1,93.977,50,40
1,graduate,1,0,2,1,45.42,64,100
1,college,1,0,2,1,95.718,60,100
1,college,1,0,2,1,74.361,51,50
1,graduate,1,0,2,1,114.713,67,200
0,college,1,0,2,3,25.181,52,100
1,graduate,1,0,2,1,116.15,66,100
0,college,1,0,2,1,66.564,67,500
1,college,1,0,2,5,86.098,83,100
0,highschool,1,0,2,4,115.607,66,25
1,college,1,0,2,1,205.51,46,50
1,graduate,7,1,2,1,93.405,49,65
1,graduate,1,0,2,5,44.716,58,20
0,graduate,1,0,2,1,204.443,57,1000
0,graduate,1,0,2,1,135.442,60,250
1,graduate,2,1,2,1,131.601,67,100
0,college,1,0,2,1,119.041,49,5
1,college,1,0,2,1,46.792,66,130
1,college,7,1,2,5,27.781,76,10
0,graduate,1,0,2,5,206.595,55,250
0,graduate,1,0,2,1,113.653,52,500
0,college,1,0,2,1,142.603,64,300
1,graduate,1,0,2,1,117.596,61,100
1,graduate,1,0,2,1,120.716,53,125
1,graduate,1,0,2,1,111.955,60,50
0,college,1,0,2,1,79.339,65,500
0,college,1,0,2,1,69.364,66,200
1,graduate,1,0,2,1,214.788,79,300
1,college,1,0,2,1,119.683,69,1500
1,graduate,1,0,2,1,113.801,85,600
0,graduate,1,0,2,5,71.48,73,300
0,highschool,1,0,2,1,107.325,71,20
0,graduate,1,0,2,1,82.659,83,100
0,graduate,7,1,2,3,57.76,75,200
0,graduate,1,0,2,1,108.609,87,600
0,college,1,0,2,1,47.259,58,40
1,highschool,1,0,2,3,35.541,60,300
0,college,1,0,2,1,102.986,67,250
0,college,1,0,2,1,47.274,73,150
0,graduate,1,0,2,1,57.796,78,25
1,college,1,0,2,1,124.776,58,100
1,graduate,1,0,2,1,180.241,34,60
1,college,1,0,2,5,42.585,75,100
0,college,1,0,2,1,34.494,78,100
1,highschool,1,0,2,4,37.133,66,10
0,graduate,1,0,2,1,159.518,82,1000
0,college,1,0,2,1,176.5,47,10
1,graduate,1,0,1,1,30.333,28,5
1,graduate,1,0,2,3,53.438,50,100
0,college,1,0,2,1,151.116,66,100
0,college,1,0,2,1,39.564,72,25
0,college,1,0,2,1,48.777,36,5
0,college,1,0,2,1,301.765,67,500
1,college,1,0,2,3,28.831,48,300
1,graduate,1,0,2,3,112.593,69,300
1,college,1,0,2,3,27.243,70,50
0,highschool,1,0,2,6,83.002,65,150
1,college,1,0,2,1,42.275,60,20
0,college,1,0,2,3,27.23,72,50
0,college,1,0,2,5,72.314,57,100
1,college,1,0,2,1,97.602,58,1000
1,college,6,1,2,3,19.105,76,50
0,college,3,1,2,1,34.294,78,130
1,graduate,1,0,2,1,201.727,64,1500
1,college,1,0,2,3,27.57,59,25
1,college,1,0,2,4,63.51,75,25
0,college,1,0,2,1,141.069,55,150
1,graduate,1,0,2,1,30.981,71,200
0,college,1,0,2,1,62.102,76,150
1,college,1,0,2,1,402.728,42,100
0,college,1,0,2,3,88.054,60,200
1,college,1,0,2,1,110.994,36,200
1,college,1,0,2,3,144.792,52,2000
1,college,1,0,2,1,46.824,61,300
1,college,1,0,2,1,290.908,61,55
1,college,1,0,2,1,31.922,67,250
1,college,1,0,1,1,96.129,68,1000
1,college,3,1,2,4,19.763,74,10
1,graduate,1,0,2,1,174.639,62,60
1,college,1,0,2,5,41.821,69,50
0,college,1,0,2,5,72.657,59,700
0,college,1,0,2,1,72.622,76,500
0,graduate,1,0,2,5,127.833,35,10
1,college,1,0,2,6,54.295,31,10
1,college,1,0,2,4,41.858,62,200
1,college,1,0,2,3,81.294,75,200
0,college,1,0,2,4,40.149,70,15
1,college,1,0,2,3,24.586,76,300
0,college,1,0,2,1,102.174,83,700
1,college,1,0,2,5,10.872,37,10
1,highschool,1,0,2,5,38.941,45,50
0,college,1,0,2,1,131.907,71,700
1,college,1,0,2,4,45.979,87,75
1,college,1,0,2,1,79.246,40,150
0,graduate,1,0,2,1,25.153,29,20
1,highschool,1,0,2,1,36.35,71,300
1,college,1,0,2,1,221.644,72,2500
1,college,1,0,2,1,44.301,54,25
1,graduate,2,1,2,1,157.945,67,500
1,college,3,1,2,1,28.02,51,250
0,graduate,1,0,2,3,102.71,59,300
1,graduate,1,0,2,1,120.721,69,200
1,graduate,1,0,2,2,81.174,44,250
0,highschool,1,0,2,1,23.023,80,1
1,graduate,1,0,2,1,109.399,58,500
1,graduate,1,0,2,5,55.536,46,50
0,graduate,1,0,2,1,97.135,74,150
1,college,1,0,2,1,53.239,68,300
1,college,1,0,2,1,82.211,72,75
0,college,1,0,2,5,172.782,49,1000
0,college,1,0,2,1,117.148,82,900
0,graduate,1,0,2,1,191.187,81,2000
0,college,1,0,2,1,50.508,74,200
1,graduate,1,0,2,4,189.53,69,500
0,graduate,1,0,2,1,67.534,78,150
0,graduate,1,0,2,3,42.642,75,200
1,graduate,1,0,2,1,53.221,75,20
1,college,1,0,2,1,127.251,65,500
1,graduate,1,0,2,3,37.18,74,50
0,graduate,1,0,2,1,27.321,57,200
0,college,1,0,2,3,44.215,63,100
1,college,1,0,2,5,68.497,57,200
0,college,1,0,2,1,105.952,82,50
0,highschool,1,0,2,1,33.042,82,50
0,college,1,0,2,1,63.524,64,1000
0,college,2,1,2,1,68.913,69,100
1,graduate,1,0,2,1,167.622,56,250
0,graduate,1,0,2,4,138.42,86,1500
1,graduate,1,0,2,1,118.104,69,500
1,college,1,0,2,3,42.744,55,100
0,college,1,0,2,1,107.63,66,200
1,college,1,0,2,4,62.008,80,200
0,college,1,0,2,3,6.833,69,100
1,college,1,0,2,1,172.402,57,50
0,college,1,0,2,1,70.277,78,50
0,graduate,1,0,2,5,55.336,77,150
0,graduate,1,0,2,3,67.312,75,1000
0,college,1,0,2,1,119.654,66,500
1,college,1,0,2,1,77.281,57,50
0,college,1,0,2,1,148.951,74,200
1,college,1,0,2,1,204.233,62,30
1,college,1,0,2,1,98.19,84,100
1,college,3,1,2,1,58.339,72,100
1,graduate,1,0,2,1,50.122,68,1000
1,college,1,0,2,1,24.277,67,25
1,college,1,0,2,5,24.258,58,100
0,college,1,0,2,2,76.246,71,25
0,college,1,0,2,1,111.53,78,1000
1,college,7,1,2,6,49.892,59,30
1,highschool,1,0,2,1,163.958,49,100
0,graduate,1,0,2,3,147.184,77,250
0,graduate,1,0,2,1,105.525,68,200
0,graduate,1,0,2,1,126.744,73,500
1,college,1,0,2,1,71.44,70,600
1,graduate,1,0,2,6,139.471,56,300
1,college,1,0,2,1,60.211,60,1000
1,college,1,0,2,1,69.896,42,500
1,college,2,1,2,3,77.14,79,150
0,college,1,0,2,3,39.376,56,500
1,graduate,1,0,2,4,72.782,69,25
0,college,1,0,2,1,98.789,76,100
0,graduate,1,0,2,5,41.574,36,100
1,college,1,0,2,1,65.827,66,25
1,highschool,1,0,2,1,27.868,53,25
0,college,1,0,2,1,104.681,66,100
1,college,1,0,2,1,78.992,63,100
1,graduate,1,0,2,5,47.395,34,200
0,college,1,0,2,1,237.421,62,150
0,college,1,0,2,1,43.061,32,20
0,college,1,0,2,1,141.319,50,1800
1,graduate,7,1,2,5,38.16,71,60
1,college,1,0,2,1,51.643,72,25
0,college,1,0,2,1,53.471,33,100
1,highschool,1,0,2,1,53.074,68,100
0,highschool,1,0,2,4,26.409,77,300
1,college,1,0,2,1,88.396,26,10
1,highschool,2,1,2,4,51.929,70,50
1,college,7,1,2,5,32.445,57,5
0,highschool,1,0,2,4,109.39,85,50
1,college,1,0,2,6,38.51,85,50
0,college,1,0,2,4,57.31,78,50
1,highschool,1,0,2,1,45.909,62,100
0,graduate,1,0,2,1,116.768,51,10
1,college,1,0,1,3,44.898,62,15
0,college,1,0,2,3,26.47,64,100
0,college,1,0,2,1,50.088,77,500
1,college,1,0,2,1,228.342,80,500
1,college,1,0,2,4,98.368,68,500
1,college,1,0,2,3,59.139,76,1000
1,college,1,0,2,1,96.511,76,50
1,college,1,0,2,5,33.51,59,20
1,graduate,1,0,2,1,97.557,72,750
1,highschool,1,0,2,3,26.85,56,1000
1,graduate,1,0,2,1,109.788,37,300
1,college,1,0,2,1,38.131,32,50
0,highschool,7,1,2,1,195.483,58,1
0,college,1,0,2,5,72.09,65,350
0,college,1,0,2,5,67.578,85,50
1,college,1,0,2,1,104.097,60,200
0,college,1,0,2,1,113.527,54,75
0,graduate,1,0,2,1,243.211,42,100
1,highschool,1,0,2,1,139.48,52,25
0,college,1,0,2,1,57.525,80,100
1,college,1,0,2,3,1.97,56,120
0,college,1,0,2,1,116.184,62,2000
1,graduate,8,1,2,1,69.404,63,100
0,graduate,1,0,2,3,91.989,80,300
0,college,1,0,1,5,75.04,47,1000
1,graduate,1,0,2,6,30.016,48,150
0,college,1,0,2,3,47.933,69,250
1,college,1,0,2,4,38.085,85,50
0,college,1,0,2,5,30.564,57,25
0,college,1,0,2,1,91.207,76,200
1,graduate,1,0,2,4,78.983,66,100
1,college,1,0,2,3,22.027,71,50
1,college,1,0,2,1,145.021,52,25
0,college,4,1,2,1,67.757,65,250
1,highschool,1,0,2,4,28.581,93,40
0,college,1,0,2,1,75.061,84,200
1,college,1,0,2,1,102.444,65,750
0,college,1,0,2,1,50.973,76,500
0,college,1,0,2,5,29.752,51,50
1,graduate,1,0,2,4,38.417,54,100
1,college,1,0,2,1,77.741,63,400
1,college,1,0,2,4,35.706,79,25
0,graduate,1,0,2,1,241.052,62,500
1,college,1,0,2,4,46.686,77,120
0,college,1,0,2,1,212.616,76,400
0,graduate,1,0,2,1,223.343,48,500
0,graduate,1,0,2,5,41.34,42,25
1,college,1,0,2,3,32.28,78,200
0,college,1,0,2,5,15.029,50,100
0,college,1,0,2,4,23.255,90,25
1,college,1,0,2,1,52.835,57,28
1,college,1,0,2,3,25.97,73,150
0,college,7,1,2,1,106.701,55,100
1,college,1,0,2,1,51.363,67,20
0,college,1,0,2,3,68.986,60,750
1,college,1,0,2,5,23.297,60,160
1,college,1,0,2,3,78.294,40,100
0,college,1,0,2,1,129.46,54,100
1,highschool,1,0,2,1,73.396,74,400
0,college,1,0,2,1,68.125,52,50
0,college,1,0,2,1,99.795,58,500
1,graduate,1,0,2,3,151.568,48,500
1,graduate,1,0,2,1,107.294,55,500
0,college,1,0,2,2,65.897,68,200
1,graduate,1,0,2,1,168.548,58,100
0,graduate,1,0,2,1,117.225,35,55
1,college,1,0,2,6,47.505,38,50
1,college,1,0,2,1,46.111,66,15
0,graduate,1,0,2,5,25.303,26,30
1,highschool,1,0,2,4,13.783,82,40
1,college,1,0,2,1,49.515,35,500
1,college,1,0,2,1,113.948,57,50
0,college,1,0,2,1,234.546,66,200
0,college,1,0,2,1,203.513,54,300
1,highschool,1,0,2,1,59.032,78,20
1,highschool,1,0,2,4,28.741,72,550
1,college,1,0,2,1,180.507,53,300
1,college,1,0,2,1,75.648,79,100
0,college,1,0,2,5,64.013,43,50
1,college,1,0,2,5,75.412,34,500
1,graduate,1,0,2,3,80.537,69,100
1,college,1,0,2,3,128.811,53,100
1,graduate,1,0,2,1,102.194,34,150
1,college,1,0,2,1,105.227,57,360
1,college,1,0,2,1,70.053,74,200
1,graduate,1,0,2,6,86.412,46,300
1,college,1,0,2,4,11.759,74,25
1,graduate,1,0,2,1,46.332,74,250
1,college,3,1,2,5,50.988,66,100
0,college,1,0,2,1,79.31,67,250
0,college,1,0,2,1,58.781,72,10
1,highschool,1,0,2,3,21.532,75,100
1,college,1,0,2,5,33.29,70,50
0,graduate,1,0,2,4,146.717,62,2500
1,graduate,1,0,2,1,80.872,49,1000
0,college,1,0,2,1,96.198,76,100
1,college,1,0,2,1,56.513,71,20
1,college,1,0,2,1,52.448,66,10
1,college,1,0,2,1,40.097,33,100
0,highschool,1,0,2,1,115.216,67,230
1,college,1,0,2,1,44.663,35,25
1,college,1,0,2,1,59.497,69,5
1,college,1,0,2,5,2.739,36,20
1,graduate,5,1,2,1,76.436,42,25
0,graduate,1,0,2,1,76.361,76,100
0,graduate,1,0,2,1,455.127,40,250
0,college,1,0,2,3,68.12,67,100
1,college,1,0,2,1,77.11,73,25
0,college,1,0,2,1,94.728,88,300
1,college,1,0,2,3,116.736,81,1200
1,college,1,0,2,6,55.881,67,50
0,college,1,0,2,1,31.046,62,500
1,college,1,0,2,5,32.284,34,20
1,college,1,0,2,1,42.42,50,200
0,graduate,1,0,2,4,144.524,78,2500
1,college,1,0,2,1,59.85,70,100
1,college,1,0,2,1,51.19,81,40
0,graduate,1,0,2,4,85.917,75,1250
0,college,1,0,2,1,77.444,77,300
1,college,2,1,2,1,145.614,60,200
0,college,1,0,2,1,131.828,62,600
1,college,1,0,2,1,191.291,77,75
1,graduate,1,0,2,3,36.132,72,50
0,college,1,0,2,5,34.805,27,20
0,college,1,0,2,1,63.675,50,300
0,college,1,0,2,1,118.835,81,50
1,graduate,1,0,2,5,94.573,50,100
0,highschool,1,0,2,1,101.187,77,100
0,college,2,1,2,3,21.074,65,20
1,college,4,1,2,5,57.749,24,100
0,college,1,0,2,1,43.783,58,300
1,graduate,1,0,2,4,119.634,63,500
1,college,1,0,2,3,60.849,61,50
1,graduate,1,0,2,1,149.921,39,100
0,graduate,3,1,2,1,94.401,68,75
0,college,1,0,2,1,147.639,57,250
1,college,1,0,2,1,108.013,51,100
0,college,1,0,2,1,126.905,67,1000
1,graduate,1,0,2,1,196.604,60,100
0,college,1,0,2,1,41.013,72,500
0,highschool,3,1,2,5,36.537,28,1
0,college,1,0,2,1,14.247,83,25
0,college,1,0,2,4,54.51,78,1000
